Nivå,Geografisk enhet,Yrke,Antall søkere,Antall utlyste stillinger,Dato
Fylker,Agder,Akademiske yrker,93.0,23.0,2025-08-01
Fylker,Agder,Barne- og ungdomsarbeid,357.0,146.0,2025-08-01
Fylker,Agder,Butikk- og salgsarbeid,576.0,176.0,2025-08-01
Fylker,Agder,Bygg og anlegg,441.0,62.0,2025-08-01
Fylker,Agder,"Helse, pleie og omsorg",431.0,326.0,2025-08-01
Fylker,Agder,Industriarbeid,530.0,82.0,2025-08-01
Fylker,Agder,Ingen yrkesbakgrunn eller uoppgitt,836.0,3.0,2025-08-01
Fylker,Agder,Ingeniør- og ikt-fag,289.0,42.0,2025-08-01
Fylker,Agder,"Jordbruk, skogbruk og fiske",60.0,4.0,2025-08-01
Fylker,Agder,Kontorarbeid,321.0,29.0,2025-08-01
Fylker,Agder,Ledere,154.0,32.0,2025-08-01
Fylker,Agder,Meglere og konsulenter,139.0,23.0,2025-08-01
Fylker,Agder,Reiseliv og transport,424.0,100.0,2025-08-01
Fylker,Agder,Serviceyrker og annet arbeid,532.0,71.0,2025-08-01
Fylker,Agder,Undervisning,253.0,31.0,2025-08-01
Fylker,Akershus,Akademiske yrker,372.0,70.0,2025-08-01
Fylker,Akershus,Barne- og ungdomsarbeid,771.0,238.0,2025-08-01
Fylker,Akershus,Butikk- og salgsarbeid,1339.0,533.0,2025-08-01
Fylker,Akershus,Bygg og anlegg,1473.0,126.0,2025-08-01
Fylker,Akershus,"Helse, pleie og omsorg",871.0,751.0,2025-08-01
Fylker,Akershus,Industriarbeid,720.0,156.0,2025-08-01
Fylker,Akershus,Ingen yrkesbakgrunn eller uoppgitt,1588.0,1.0,2025-08-01
Fylker,Akershus,Ingeniør- og ikt-fag,913.0,192.0,2025-08-01
Fylker,Akershus,"Jordbruk, skogbruk og fiske",91.0,8.0,2025-08-01
Fylker,Akershus,Kontorarbeid,1377.0,301.0,2025-08-01
Fylker,Akershus,Ledere,800.0,79.0,2025-08-01
Fylker,Akershus,Meglere og konsulenter,539.0,0.0,2025-08-01
Fylker,Akershus,Reiseliv og transport,1184.0,568.0,2025-08-01
Fylker,Akershus,Serviceyrker og annet arbeid,1422.0,253.0,2025-08-01
Fylker,Akershus,Undervisning,448.0,195.0,2025-08-01
Fylker,Aust-Agder,Industriarbeid,0.0,0.0,2025-08-01
Fylker,Buskerud,Akademiske yrker,83.0,25.0,2025-08-01
Fylker,Buskerud,Barne- og ungdomsarbeid,311.0,48.0,2025-08-01
Fylker,Buskerud,Butikk- og salgsarbeid,517.0,192.0,2025-08-01
Fylker,Buskerud,Bygg og anlegg,639.0,73.0,2025-08-01
Fylker,Buskerud,"Helse, pleie og omsorg",358.0,200.0,2025-08-01
Fylker,Buskerud,Industriarbeid,438.0,153.0,2025-08-01
Fylker,Buskerud,Ingen yrkesbakgrunn eller uoppgitt,563.0,0.0,2025-08-01
Fylker,Buskerud,Ingeniør- og ikt-fag,246.0,103.0,2025-08-01
Fylker,Buskerud,"Jordbruk, skogbruk og fiske",64.0,4.0,2025-08-01
Fylker,Buskerud,Kontorarbeid,416.0,70.0,2025-08-01
Fylker,Buskerud,Ledere,197.0,36.0,2025-08-01
Fylker,Buskerud,Meglere og konsulenter,122.0,39.0,2025-08-01
Fylker,Buskerud,Reiseliv og transport,412.0,100.0,2025-08-01
Fylker,Buskerud,Serviceyrker og annet arbeid,469.0,93.0,2025-08-01
Fylker,Buskerud,Undervisning,151.0,57.0,2025-08-01
Fylker,Finnmark,Akademiske yrker,15.0,26.0,2025-08-01
Fylker,Finnmark,Barne- og ungdomsarbeid,75.0,7.0,2025-08-01
Fylker,Finnmark,Butikk- og salgsarbeid,83.0,70.0,2025-08-01
Fylker,Finnmark,Bygg og anlegg,112.0,61.0,2025-08-01
Fylker,Finnmark,"Helse, pleie og omsorg",80.0,114.0,2025-08-01
Fylker,Finnmark,Industriarbeid,314.0,27.0,2025-08-01
Fylker,Finnmark,Ingen yrkesbakgrunn eller uoppgitt,187.0,0.0,2025-08-01
Fylker,Finnmark,Ingeniør- og ikt-fag,30.0,18.0,2025-08-01
Fylker,Finnmark,"Jordbruk, skogbruk og fiske",51.0,6.0,2025-08-01
Fylker,Finnmark,Kontorarbeid,61.0,25.0,2025-08-01
Fylker,Finnmark,Ledere,33.0,9.0,2025-08-01
Fylker,Finnmark,Meglere og konsulenter,15.0,9.0,2025-08-01
Fylker,Finnmark,Reiseliv og transport,102.0,57.0,2025-08-01
Fylker,Finnmark,Serviceyrker og annet arbeid,126.0,38.0,2025-08-01
Fylker,Finnmark,Undervisning,43.0,13.0,2025-08-01
Fylker,Innlandet,Akademiske yrker,83.0,31.0,2025-08-01
Fylker,Innlandet,Barne- og ungdomsarbeid,341.0,70.0,2025-08-01
Fylker,Innlandet,Butikk- og salgsarbeid,594.0,278.0,2025-08-01
Fylker,Innlandet,Bygg og anlegg,522.0,54.0,2025-08-01
Fylker,Innlandet,"Helse, pleie og omsorg",435.0,422.0,2025-08-01
Fylker,Innlandet,Industriarbeid,547.0,103.0,2025-08-01
Fylker,Innlandet,Ingen yrkesbakgrunn eller uoppgitt,928.0,0.0,2025-08-01
Fylker,Innlandet,Ingeniør- og ikt-fag,223.0,63.0,2025-08-01
Fylker,Innlandet,"Jordbruk, skogbruk og fiske",88.0,13.0,2025-08-01
Fylker,Innlandet,Kontorarbeid,329.0,41.0,2025-08-01
Fylker,Innlandet,Ledere,161.0,35.0,2025-08-01
Fylker,Innlandet,Meglere og konsulenter,93.0,48.0,2025-08-01
Fylker,Innlandet,Reiseliv og transport,459.0,160.0,2025-08-01
Fylker,Innlandet,Serviceyrker og annet arbeid,589.0,128.0,2025-08-01
Fylker,Innlandet,Undervisning,185.0,72.0,2025-08-01
Fylker,Møre og Romsdal,Akademiske yrker,46.0,25.0,2025-08-01
Fylker,Møre og Romsdal,Barne- og ungdomsarbeid,245.0,59.0,2025-08-01
Fylker,Møre og Romsdal,Butikk- og salgsarbeid,380.0,208.0,2025-08-01
Fylker,Møre og Romsdal,Bygg og anlegg,315.0,92.0,2025-08-01
Fylker,Møre og Romsdal,"Helse, pleie og omsorg",279.0,189.0,2025-08-01
Fylker,Møre og Romsdal,Industriarbeid,480.0,76.0,2025-08-01
Fylker,Møre og Romsdal,Ingen yrkesbakgrunn eller uoppgitt,635.0,2.0,2025-08-01
Fylker,Møre og Romsdal,Ingeniør- og ikt-fag,170.0,96.0,2025-08-01
Fylker,Møre og Romsdal,"Jordbruk, skogbruk og fiske",72.0,4.0,2025-08-01
Fylker,Møre og Romsdal,Kontorarbeid,205.0,58.0,2025-08-01
Fylker,Møre og Romsdal,Ledere,116.0,35.0,2025-08-01
Fylker,Møre og Romsdal,Meglere og konsulenter,67.0,36.0,2025-08-01
Fylker,Møre og Romsdal,Reiseliv og transport,333.0,110.0,2025-08-01
Fylker,Møre og Romsdal,Serviceyrker og annet arbeid,337.0,77.0,2025-08-01
Fylker,Møre og Romsdal,Undervisning,150.0,52.0,2025-08-01
Fylker,Nordland,Akademiske yrker,50.0,37.0,2025-08-01
Fylker,Nordland,Barne- og ungdomsarbeid,184.0,61.0,2025-08-01
Fylker,Nordland,Butikk- og salgsarbeid,293.0,228.0,2025-08-01
Fylker,Nordland,Bygg og anlegg,210.0,133.0,2025-08-01
Fylker,Nordland,"Helse, pleie og omsorg",231.0,393.0,2025-08-01
Fylker,Nordland,Industriarbeid,446.0,148.0,2025-08-01
Fylker,Nordland,Ingen yrkesbakgrunn eller uoppgitt,579.0,0.0,2025-08-01
Fylker,Nordland,Ingeniør- og ikt-fag,124.0,65.0,2025-08-01
Fylker,Nordland,"Jordbruk, skogbruk og fiske",91.0,6.0,2025-08-01
Fylker,Nordland,Kontorarbeid,137.0,50.0,2025-08-01
Fylker,Nordland,Ledere,82.0,32.0,2025-08-01
Fylker,Nordland,Meglere og konsulenter,42.0,15.0,2025-08-01
Fylker,Nordland,Reiseliv og transport,242.0,130.0,2025-08-01
Fylker,Nordland,Serviceyrker og annet arbeid,307.0,146.0,2025-08-01
Fylker,Nordland,Undervisning,97.0,70.0,2025-08-01
Fylker,Oslo,Akademiske yrker,664.0,290.0,2025-08-01
Fylker,Oslo,Barne- og ungdomsarbeid,758.0,219.0,2025-08-01
Fylker,Oslo,Butikk- og salgsarbeid,1422.0,748.0,2025-08-01
Fylker,Oslo,Bygg og anlegg,1045.0,345.0,2025-08-01
Fylker,Oslo,"Helse, pleie og omsorg",1073.0,737.0,2025-08-01
Fylker,Oslo,Industriarbeid,515.0,328.0,2025-08-01
Fylker,Oslo,Ingen yrkesbakgrunn eller uoppgitt,1912.0,2.0,2025-08-01
Fylker,Oslo,Ingeniør- og ikt-fag,1452.0,535.0,2025-08-01
Fylker,Oslo,"Jordbruk, skogbruk og fiske",47.0,6.0,2025-08-01
Fylker,Oslo,Kontorarbeid,1376.0,523.0,2025-08-01
Fylker,Oslo,Ledere,1119.0,232.0,2025-08-01
Fylker,Oslo,Meglere og konsulenter,744.0,256.0,2025-08-01
Fylker,Oslo,Reiseliv og transport,1562.0,705.0,2025-08-01
Fylker,Oslo,Serviceyrker og annet arbeid,2070.0,591.0,2025-08-01
Fylker,Oslo,Undervisning,795.0,345.0,2025-08-01
Fylker,Rogaland,Akademiske yrker,137.0,66.0,2025-08-01
Fylker,Rogaland,Barne- og ungdomsarbeid,397.0,200.0,2025-08-01
Fylker,Rogaland,Butikk- og salgsarbeid,700.0,494.0,2025-08-01
Fylker,Rogaland,Bygg og anlegg,490.0,376.0,2025-08-01
Fylker,Rogaland,"Helse, pleie og omsorg",491.0,696.0,2025-08-01
Fylker,Rogaland,Industriarbeid,645.0,376.0,2025-08-01
Fylker,Rogaland,Ingen yrkesbakgrunn eller uoppgitt,1185.0,1.0,2025-08-01
Fylker,Rogaland,Ingeniør- og ikt-fag,525.0,288.0,2025-08-01
Fylker,Rogaland,"Jordbruk, skogbruk og fiske",106.0,6.0,2025-08-01
Fylker,Rogaland,Kontorarbeid,451.0,169.0,2025-08-01
Fylker,Rogaland,Ledere,306.0,60.0,2025-08-01
Fylker,Rogaland,Meglere og konsulenter,227.0,136.0,2025-08-01
Fylker,Rogaland,Reiseliv og transport,661.0,178.0,2025-08-01
Fylker,Rogaland,Serviceyrker og annet arbeid,744.0,165.0,2025-08-01
Fylker,Rogaland,Undervisning,267.0,119.0,2025-08-01
Fylker,Sogn og Fjordane,Bygg og anlegg,0.0,2.0,2025-08-01
Fylker,Sogn og Fjordane,Industriarbeid,0.0,2.0,2025-08-01
Fylker,Svalbard og øvrige områder,Akademiske yrker,1.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Barne- og ungdomsarbeid,1.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Butikk- og salgsarbeid,1.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Bygg og anlegg,1.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,"Helse, pleie og omsorg",0.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Industriarbeid,0.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Ingen yrkesbakgrunn eller uoppgitt,2.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Ingeniør- og ikt-fag,2.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Kontorarbeid,3.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Ledere,2.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Reiseliv og transport,2.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Serviceyrker og annet arbeid,1.0,0.0,2025-08-01
Fylker,Svalbard og øvrige områder,Undervisning,2.0,0.0,2025-08-01
Fylker,Telemark,Akademiske yrker,45.0,19.0,2025-08-01
Fylker,Telemark,Barne- og ungdomsarbeid,181.0,17.0,2025-08-01
Fylker,Telemark,Butikk- og salgsarbeid,385.0,175.0,2025-08-01
Fylker,Telemark,Bygg og anlegg,326.0,93.0,2025-08-01
Fylker,Telemark,"Helse, pleie og omsorg",277.0,232.0,2025-08-01
Fylker,Telemark,Industriarbeid,329.0,70.0,2025-08-01
Fylker,Telemark,Ingen yrkesbakgrunn eller uoppgitt,495.0,0.0,2025-08-01
Fylker,Telemark,Ingeniør- og ikt-fag,149.0,38.0,2025-08-01
Fylker,Telemark,"Jordbruk, skogbruk og fiske",42.0,6.0,2025-08-01
Fylker,Telemark,Kontorarbeid,195.0,35.0,2025-08-01
Fylker,Telemark,Ledere,105.0,19.0,2025-08-01
Fylker,Telemark,Meglere og konsulenter,57.0,19.0,2025-08-01
Fylker,Telemark,Reiseliv og transport,281.0,67.0,2025-08-01
Fylker,Telemark,Serviceyrker og annet arbeid,352.0,122.0,2025-08-01
Fylker,Telemark,Undervisning,129.0,29.0,2025-08-01
Fylker,Troms,Akademiske yrker,42.0,44.0,2025-08-01
Fylker,Troms,Barne- og ungdomsarbeid,95.0,131.0,2025-08-01
Fylker,Troms,Butikk- og salgsarbeid,157.0,286.0,2025-08-01
Fylker,Troms,Bygg og anlegg,150.0,56.0,2025-08-01
Fylker,Troms,"Helse, pleie og omsorg",149.0,462.0,2025-08-01
Fylker,Troms,Industriarbeid,203.0,96.0,2025-08-01
Fylker,Troms,Ingen yrkesbakgrunn eller uoppgitt,251.0,2.0,2025-08-01
Fylker,Troms,Ingeniør- og ikt-fag,90.0,51.0,2025-08-01
Fylker,Troms,"Jordbruk, skogbruk og fiske",43.0,2.0,2025-08-01
Fylker,Troms,Kontorarbeid,107.0,69.0,2025-08-01
Fylker,Troms,Ledere,43.0,24.0,2025-08-01
Fylker,Troms,Meglere og konsulenter,32.0,28.0,2025-08-01
Fylker,Troms,Reiseliv og transport,184.0,143.0,2025-08-01
Fylker,Troms,Serviceyrker og annet arbeid,170.0,130.0,2025-08-01
Fylker,Troms,Undervisning,95.0,73.0,2025-08-01
Fylker,Trøndelag,Akademiske yrker,136.0,49.0,2025-08-01
Fylker,Trøndelag,Barne- og ungdomsarbeid,381.0,83.0,2025-08-01
Fylker,Trøndelag,Butikk- og salgsarbeid,721.0,438.0,2025-08-01
Fylker,Trøndelag,Bygg og anlegg,679.0,238.0,2025-08-01
Fylker,Trøndelag,"Helse, pleie og omsorg",551.0,417.0,2025-08-01
Fylker,Trøndelag,Industriarbeid,709.0,163.0,2025-08-01
Fylker,Trøndelag,Ingen yrkesbakgrunn eller uoppgitt,1029.0,6.0,2025-08-01
Fylker,Trøndelag,Ingeniør- og ikt-fag,416.0,157.0,2025-08-01
Fylker,Trøndelag,"Jordbruk, skogbruk og fiske",108.0,15.0,2025-08-01
Fylker,Trøndelag,Kontorarbeid,413.0,109.0,2025-08-01
Fylker,Trøndelag,Ledere,268.0,49.0,2025-08-01
Fylker,Trøndelag,Meglere og konsulenter,144.0,89.0,2025-08-01
Fylker,Trøndelag,Reiseliv og transport,650.0,361.0,2025-08-01
Fylker,Trøndelag,Serviceyrker og annet arbeid,735.0,287.0,2025-08-01
Fylker,Trøndelag,Undervisning,436.0,102.0,2025-08-01
Fylker,UKJENT,Akademiske yrker,0.0,0.0,2025-08-01
Fylker,UKJENT,Butikk- og salgsarbeid,0.0,2.0,2025-08-01
Fylker,UKJENT,Bygg og anlegg,0.0,0.0,2025-08-01
Fylker,UKJENT,"Helse, pleie og omsorg",0.0,0.0,2025-08-01
Fylker,UKJENT,Industriarbeid,0.0,1.0,2025-08-01
Fylker,UKJENT,Ingeniør- og ikt-fag,0.0,1.0,2025-08-01
Fylker,UKJENT,"Jordbruk, skogbruk og fiske",0.0,0.0,2025-08-01
Fylker,UKJENT,Kontorarbeid,0.0,2.0,2025-08-01
Fylker,UKJENT,Ledere,0.0,3.0,2025-08-01
Fylker,UKJENT,Meglere og konsulenter,0.0,1.0,2025-08-01
Fylker,UKJENT,Reiseliv og transport,0.0,0.0,2025-08-01
Fylker,UKJENT,Serviceyrker og annet arbeid,0.0,0.0,2025-08-01
Fylker,UKJENT,Undervisning,0.0,0.0,2025-08-01
Fylker,UTLAND,Akademiske yrker,0.0,0.0,2025-08-01
Fylker,UTLAND,Butikk- og salgsarbeid,0.0,1.0,2025-08-01
Fylker,UTLAND,Bygg og anlegg,0.0,0.0,2025-08-01
Fylker,UTLAND,"Helse, pleie og omsorg",0.0,5.0,2025-08-01
Fylker,UTLAND,Industriarbeid,0.0,0.0,2025-08-01
Fylker,UTLAND,Ingeniør- og ikt-fag,0.0,10.0,2025-08-01
Fylker,UTLAND,Kontorarbeid,0.0,19.0,2025-08-01
Fylker,UTLAND,Ledere,0.0,1.0,2025-08-01
Fylker,UTLAND,Meglere og konsulenter,0.0,3.0,2025-08-01
Fylker,UTLAND,Reiseliv og transport,0.0,10.0,2025-08-01
Fylker,UTLAND,Serviceyrker og annet arbeid,0.0,0.0,2025-08-01
Fylker,UTLAND,Undervisning,0.0,0.0,2025-08-01
Fylker,Ukjent,Akademiske yrker,0.0,0.0,2025-08-01
Fylker,Ukjent,Barne- og ungdomsarbeid,5.0,0.0,2025-08-01
Fylker,Ukjent,Butikk- og salgsarbeid,4.0,0.0,2025-08-01
Fylker,Ukjent,Bygg og anlegg,64.0,0.0,2025-08-01
Fylker,Ukjent,"Helse, pleie og omsorg",8.0,0.0,2025-08-01
Fylker,Ukjent,Industriarbeid,47.0,0.0,2025-08-01
Fylker,Ukjent,Ingen yrkesbakgrunn eller uoppgitt,17.0,0.0,2025-08-01
Fylker,Ukjent,Ingeniør- og ikt-fag,9.0,0.0,2025-08-01
Fylker,Ukjent,"Jordbruk, skogbruk og fiske",2.0,0.0,2025-08-01
Fylker,Ukjent,Kontorarbeid,6.0,0.0,2025-08-01
Fylker,Ukjent,Ledere,5.0,0.0,2025-08-01
Fylker,Ukjent,Meglere og konsulenter,1.0,0.0,2025-08-01
Fylker,Ukjent,Reiseliv og transport,14.0,0.0,2025-08-01
Fylker,Ukjent,Serviceyrker og annet arbeid,12.0,0.0,2025-08-01
Fylker,Ukjent,Undervisning,3.0,0.0,2025-08-01
Fylker,Vestfold,Akademiske yrker,77.0,23.0,2025-08-01
Fylker,Vestfold,Barne- og ungdomsarbeid,274.0,56.0,2025-08-01
Fylker,Vestfold,Butikk- og salgsarbeid,519.0,199.0,2025-08-01
Fylker,Vestfold,Bygg og anlegg,450.0,58.0,2025-08-01
Fylker,Vestfold,"Helse, pleie og omsorg",357.0,264.0,2025-08-01
Fylker,Vestfold,Industriarbeid,381.0,108.0,2025-08-01
Fylker,Vestfold,Ingen yrkesbakgrunn eller uoppgitt,482.0,0.0,2025-08-01
Fylker,Vestfold,Ingeniør- og ikt-fag,224.0,53.0,2025-08-01
Fylker,Vestfold,"Jordbruk, skogbruk og fiske",52.0,4.0,2025-08-01
Fylker,Vestfold,Kontorarbeid,435.0,82.0,2025-08-01
Fylker,Vestfold,Ledere,250.0,20.0,2025-08-01
Fylker,Vestfold,Meglere og konsulenter,146.0,17.0,2025-08-01
Fylker,Vestfold,Reiseliv og transport,412.0,106.0,2025-08-01
Fylker,Vestfold,Serviceyrker og annet arbeid,448.0,89.0,2025-08-01
Fylker,Vestfold,Undervisning,182.0,49.0,2025-08-01
Fylker,Vestland,Akademiske yrker,211.0,147.0,2025-08-01
Fylker,Vestland,Barne- og ungdomsarbeid,513.0,177.0,2025-08-01
Fylker,Vestland,Butikk- og salgsarbeid,829.0,397.0,2025-08-01
Fylker,Vestland,Bygg og anlegg,707.0,488.0,2025-08-01
Fylker,Vestland,"Helse, pleie og omsorg",637.0,827.0,2025-08-01
Fylker,Vestland,Industriarbeid,902.0,399.0,2025-08-01
Fylker,Vestland,Ingen yrkesbakgrunn eller uoppgitt,1415.0,0.0,2025-08-01
Fylker,Vestland,Ingeniør- og ikt-fag,506.0,409.0,2025-08-01
Fylker,Vestland,"Jordbruk, skogbruk og fiske",109.0,14.0,2025-08-01
Fylker,Vestland,Kontorarbeid,610.0,172.0,2025-08-01
Fylker,Vestland,Ledere,334.0,98.0,2025-08-01
Fylker,Vestland,Meglere og konsulenter,248.0,88.0,2025-08-01
Fylker,Vestland,Reiseliv og transport,872.0,376.0,2025-08-01
Fylker,Vestland,Serviceyrker og annet arbeid,934.0,286.0,2025-08-01
Fylker,Vestland,Undervisning,477.0,165.0,2025-08-01
Fylker,Østfold,Akademiske yrker,70.0,29.0,2025-08-01
Fylker,Østfold,Barne- og ungdomsarbeid,408.0,104.0,2025-08-01
Fylker,Østfold,Butikk- og salgsarbeid,698.0,163.0,2025-08-01
Fylker,Østfold,Bygg og anlegg,636.0,62.0,2025-08-01
Fylker,Østfold,"Helse, pleie og omsorg",576.0,305.0,2025-08-01
Fylker,Østfold,Industriarbeid,537.0,90.0,2025-08-01
Fylker,Østfold,Ingen yrkesbakgrunn eller uoppgitt,803.0,0.0,2025-08-01
Fylker,Østfold,Ingeniør- og ikt-fag,264.0,32.0,2025-08-01
Fylker,Østfold,"Jordbruk, skogbruk og fiske",67.0,7.0,2025-08-01
Fylker,Østfold,Kontorarbeid,545.0,0.0,2025-08-01
Fylker,Østfold,Ledere,236.0,17.0,2025-08-01
Fylker,Østfold,Meglere og konsulenter,112.0,16.0,2025-08-01
Fylker,Østfold,Reiseliv og transport,498.0,75.0,2025-08-01
Fylker,Østfold,Serviceyrker og annet arbeid,713.0,0.0,2025-08-01
Fylker,Østfold,Undervisning,245.0,37.0,2025-08-01
Fylker,Øvrige områder,Akademiske yrker,0.0,1.0,2025-08-01
Fylker,Øvrige områder,Barne- og ungdomsarbeid,0.0,0.0,2025-08-01
Fylker,Øvrige områder,Butikk- og salgsarbeid,0.0,0.0,2025-08-01
Fylker,Øvrige områder,Bygg og anlegg,0.0,0.0,2025-08-01
Fylker,Øvrige områder,"Helse, pleie og omsorg",0.0,2.0,2025-08-01
Fylker,Øvrige områder,Industriarbeid,0.0,2.0,2025-08-01
Fylker,Øvrige områder,Ingeniør- og ikt-fag,0.0,4.0,2025-08-01
Fylker,Øvrige områder,Kontorarbeid,0.0,1.0,2025-08-01
Fylker,Øvrige områder,Ledere,0.0,2.0,2025-08-01
Fylker,Øvrige områder,Meglere og konsulenter,0.0,1.0,2025-08-01
Fylker,Øvrige områder,Reiseliv og transport,0.0,4.0,2025-08-01
Fylker,Øvrige områder,Serviceyrker og annet arbeid,0.0,3.0,2025-08-01
Fylker,Øvrige områder,Undervisning,0.0,1.0,2025-08-01
Landet,Landet,Akademiske yrker,2125.0,905.0,2025-08-01
Landet,Landet,Barne- og ungdomsarbeid,5297.0,1616.0,2025-08-01
