Kommune,År,Utslippskilde,Utslipp
Midt-Telemark,2017,Personbiler,74.09
Midt-Telemark,2017,Tunge kjøretøy,0.41
Midt-Telemark,2017,Tunge kjøretøy,4440.04
Midt-Telemark,2017,Tunge kjøretøy,48.52
Midt-Telemark,2017,Varebiler,4.72
Midt-Telemark,2017,Varebiler,2416.17
Midt-Telemark,2017,Varebiler,21.84
Midt-Telemark,2018,Busser,0.14
Midt-Telemark,2018,Busser,1114.01
Midt-Telemark,2018,Busser,13.01
Midt-Telemark,2018,Personbiler,29.71
Midt-Telemark,2018,Personbiler,8261.46
Midt-Telemark,2018,Personbiler,76.4
Midt-Telemark,2018,Tunge kjøretøy,0.34
Midt-Telemark,2018,Tunge kjøretøy,4803.92
Midt-Telemark,2018,Tunge kjøretøy,53.9
Midt-Telemark,2018,Varebiler,5.31
Midt-Telemark,2018,Varebiler,2502.27
Midt-Telemark,2018,Varebiler,22.76
Midt-Telemark,2019,Busser,0.11
Midt-Telemark,2019,Busser,1033.96
Midt-Telemark,2019,Busser,14.69
Midt-Telemark,2019,Personbiler,30.02
Midt-Telemark,2019,Personbiler,7700.79
Midt-Telemark,2019,Personbiler,75.99
Midt-Telemark,2019,Tunge kjøretøy,0.33
Midt-Telemark,2019,Tunge kjøretøy,4607.02
Midt-Telemark,2019,Tunge kjøretøy,56.64
Midt-Telemark,2019,Varebiler,6.07
Midt-Telemark,2019,Varebiler,2405.33
Midt-Telemark,2019,Varebiler,24.91
Midt-Telemark,2020,Busser,0.07
Midt-Telemark,2020,Busser,910.77
Midt-Telemark,2020,Busser,15.55
Midt-Telemark,2020,Personbiler,27.98
Midt-Telemark,2020,Personbiler,7100.85
Midt-Telemark,2020,Personbiler,70.42
Midt-Telemark,2020,Tunge kjøretøy,0.33
Midt-Telemark,2020,Tunge kjøretøy,4794.8
Midt-Telemark,2020,Tunge kjøretøy,58.38
Midt-Telemark,2020,Varebiler,6.38
Midt-Telemark,2020,Varebiler,2308.49
Midt-Telemark,2020,Varebiler,24.77
Midt-Telemark,2021,Busser,0.06
Midt-Telemark,2021,Busser,974.16
Midt-Telemark,2021,Busser,16.25
Midt-Telemark,2021,Personbiler,27.48
Midt-Telemark,2021,Personbiler,6726.1
Midt-Telemark,2021,Personbiler,68.47
Midt-Telemark,2021,Tunge kjøretøy,0.36
Midt-Telemark,2021,Tunge kjøretøy,4978.27
Midt-Telemark,2021,Tunge kjøretøy,62.47
Midt-Telemark,2021,Varebiler,6.9
Midt-Telemark,2021,Varebiler,2462.38
Midt-Telemark,2021,Varebiler,27.33
Midt-Telemark,2022,Busser,0.08
Midt-Telemark,2022,Busser,997.66
Midt-Telemark,2022,Busser,17.39
Midt-Telemark,2022,Personbiler,27.84
Midt-Telemark,2022,Personbiler,6825.5
Midt-Telemark,2022,Personbiler,68.74
Midt-Telemark,2022,Tunge kjøretøy,0.36
Midt-Telemark,2022,Tunge kjøretøy,4979.65
Midt-Telemark,2022,Tunge kjøretøy,62.68
Midt-Telemark,2022,Varebiler,7.57
Midt-Telemark,2022,Varebiler,2613.3
Midt-Telemark,2022,Varebiler,30.12
Midt-Telemark,2023,Busser,0.07
Midt-Telemark,2023,Busser,1018.31
Midt-Telemark,2023,Busser,18.76
Midt-Telemark,2023,Personbiler,26.98
Midt-Telemark,2023,Personbiler,6289.56
Midt-Telemark,2023,Personbiler,65.78
Midt-Telemark,2023,Tunge kjøretøy,0.37
Midt-Telemark,2023,Tunge kjøretøy,4874.48
Midt-Telemark,2023,Tunge kjøretøy,61.48
Midt-Telemark,2023,Varebiler,7.98
Midt-Telemark,2023,Varebiler,2612.54
Midt-Telemark,2023,Varebiler,31.23
Seljord,2009,Busser,0.15
Seljord,2009,Busser,559.4
Seljord,2009,Busser,1.34
Seljord,2009,Personbiler,13.32
Seljord,2009,Personbiler,3982.46
Seljord,2009,Personbiler,23.65
Seljord,2009,Tunge kjøretøy,0.77
Seljord,2009,Tunge kjøretøy,4490.6
Seljord,2009,Tunge kjøretøy,11.0
Seljord,2009,Varebiler,1.46
Seljord,2009,Varebiler,1427.05
Seljord,2009,Varebiler,8.05
Seljord,2011,Busser,0.11
Seljord,2011,Busser,564.53
Seljord,2011,Busser,2.14
Seljord,2011,Personbiler,11.12
Seljord,2011,Personbiler,3837.48
Seljord,2011,Personbiler,23.62
Seljord,2011,Tunge kjøretøy,0.64
Seljord,2011,Tunge kjøretøy,4701.53
Seljord,2011,Tunge kjøretøy,18.3
Seljord,2011,Varebiler,1.33
Seljord,2011,Varebiler,1425.65
Seljord,2011,Varebiler,8.18
Seljord,2013,Busser,0.08
Seljord,2013,Busser,570.74
Seljord,2013,Busser,3.71
Seljord,2013,Personbiler,9.76
Seljord,2013,Personbiler,3756.82
Seljord,2013,Personbiler,24.34
Seljord,2013,Tunge kjøretøy,0.54
Seljord,2013,Tunge kjøretøy,4841.7
Seljord,2013,Tunge kjøretøy,27.23
Seljord,2013,Varebiler,1.29
Seljord,2013,Varebiler,1407.4
Seljord,2013,Varebiler,8.12
Seljord,2015,Busser,0.07
Seljord,2015,Busser,588.49
Seljord,2015,Busser,4.12
Seljord,2015,Personbiler,10.28
Seljord,2015,Personbiler,3647.06
Seljord,2015,Personbiler,26.42
Seljord,2015,Tunge kjøretøy,0.46
Seljord,2015,Tunge kjøretøy,5066.04
Seljord,2015,Tunge kjøretøy,34.84
Seljord,2015,Varebiler,1.7
Seljord,2015,Varebiler,1459.81
Seljord,2015,Varebiler,9.21
Seljord,2016,Busser,0.06
Seljord,2016,Busser,558.29
Seljord,2016,Busser,4.69
Seljord,2016,Personbiler,10.59
Seljord,2016,Personbiler,3405.57
Seljord,2016,Personbiler,27.01
Seljord,2016,Tunge kjøretøy,0.41
Seljord,2016,Tunge kjøretøy,4942.99
Seljord,2016,Tunge kjøretøy,40.25
Seljord,2016,Varebiler,1.99
Seljord,2016,Varebiler,1430.12
Seljord,2016,Varebiler,10.07
Seljord,2017,Busser,0.06
Seljord,2017,Busser,512.38
Seljord,2017,Busser,5.27
Seljord,2017,Personbiler,11.45
Seljord,2017,Personbiler,3161.85
Seljord,2017,Personbiler,28.1
Seljord,2017,Tunge kjøretøy,0.35
Seljord,2017,Tunge kjøretøy,4659.69
Seljord,2017,Tunge kjøretøy,46.01
Seljord,2017,Varebiler,2.22
Seljord,2017,Varebiler,1299.33
Seljord,2017,Varebiler,10.68
Seljord,2018,Busser,0.05
Seljord,2018,Busser,536.38
Seljord,2018,Busser,5.79
Seljord,2018,Personbiler,11.8
Seljord,2018,Personbiler,3195.98
Seljord,2018,Personbiler,28.5
Seljord,2018,Tunge kjøretøy,0.32
Seljord,2018,Tunge kjøretøy,5048.58
Seljord,2018,Tunge kjøretøy,49.58
Seljord,2018,Varebiler,2.54
Seljord,2018,Varebiler,1405.14
Seljord,2018,Varebiler,11.61
Seljord,2019,Busser,0.03
Seljord,2019,Busser,524.12
Seljord,2019,Busser,6.43
Seljord,2019,Personbiler,12.22
Seljord,2019,Personbiler,3014.55
Seljord,2019,Personbiler,28.67
Seljord,2019,Tunge kjøretøy,0.32
Seljord,2019,Tunge kjøretøy,4829.78
Seljord,2019,Tunge kjøretøy,51.5
Seljord,2019,Varebiler,3.05
Seljord,2019,Varebiler,1344.15
Seljord,2019,Varebiler,12.44
Seljord,2020,Busser,0.03
Seljord,2020,Busser,495.86
Seljord,2020,Busser,6.27
Seljord,2020,Personbiler,11.55
Seljord,2020,Personbiler,2816.88
Seljord,2020,Personbiler,26.59
Seljord,2020,Tunge kjøretøy,0.29
Seljord,2020,Tunge kjøretøy,5023.83
Seljord,2020,Tunge kjøretøy,54.2
Seljord,2020,Varebiler,3.09
Seljord,2020,Varebiler,1288.18
Seljord,2020,Varebiler,12.3
Seljord,2021,Busser,0.02
Seljord,2021,Busser,513.58
Seljord,2021,Busser,6.41
Seljord,2021,Personbiler,11.65
Seljord,2021,Personbiler,2727.39
Seljord,2021,Personbiler,26.55
Seljord,2021,Tunge kjøretøy,0.31
Seljord,2021,Tunge kjøretøy,5221.92
Seljord,2021,Tunge kjøretøy,57.52
Seljord,2021,Varebiler,3.25
Seljord,2021,Varebiler,1340.42
Seljord,2021,Varebiler,13.02
Seljord,2022,Busser,0.03
Seljord,2022,Busser,549.0
Seljord,2022,Busser,6.72
Seljord,2022,Personbiler,11.65
Seljord,2022,Personbiler,2787.59
Seljord,2022,Personbiler,26.48
Seljord,2022,Tunge kjøretøy,0.32
Seljord,2022,Tunge kjøretøy,5204.3
Seljord,2022,Tunge kjøretøy,57.04
Seljord,2022,Varebiler,3.55
Seljord,2022,Varebiler,1415.87
Seljord,2022,Varebiler,14.17
Seljord,2023,Busser,0.03
Seljord,2023,Busser,559.43
Seljord,2023,Busser,6.91
Seljord,2023,Personbiler,11.19
Seljord,2023,Personbiler,2549.99
Seljord,2023,Personbiler,25.3
Seljord,2023,Tunge kjøretøy,0.37
Seljord,2023,Tunge kjøretøy,5084.39
Seljord,2023,Tunge kjøretøy,56.64
Seljord,2023,Varebiler,3.78
Seljord,2023,Varebiler,1471.24
Seljord,2023,Varebiler,15.29
Hjartdal,2009,Busser,0.06
Hjartdal,2009,Busser,167.79
Hjartdal,2009,Busser,0.45
Hjartdal,2009,Personbiler,7.84
Hjartdal,2009,Personbiler,2492.0
Hjartdal,2009,Personbiler,15.53
Hjartdal,2009,Tunge kjøretøy,0.55
Hjartdal,2009,Tunge kjøretøy,2789.58
Hjartdal,2009,Tunge kjøretøy,8.54
Hjartdal,2009,Varebiler,0.94
Hjartdal,2009,Varebiler,949.7
Hjartdal,2009,Varebiler,5.55
Hjartdal,2011,Busser,0.04
Hjartdal,2011,Busser,166.28
Hjartdal,2011,Busser,0.54
Hjartdal,2011,Personbiler,6.76
Hjartdal,2011,Personbiler,2396.23
Hjartdal,2011,Personbiler,15.71
Hjartdal,2011,Tunge kjøretøy,0.46
Hjartdal,2011,Tunge kjøretøy,2917.48
Hjartdal,2011,Tunge kjøretøy,15.51
Hjartdal,2011,Varebiler,0.85
Hjartdal,2011,Varebiler,947.62
Hjartdal,2011,Varebiler,5.66
Hjartdal,2013,Busser,0.03
Hjartdal,2013,Busser,160.98
Hjartdal,2013,Busser,1.23
Hjartdal,2013,Personbiler,6.14
Hjartdal,2013,Personbiler,2362.28
Hjartdal,2013,Personbiler,16.45
Hjartdal,2013,Tunge kjøretøy,0.38
Hjartdal,2013,Tunge kjøretøy,2998.68
Hjartdal,2013,Tunge kjøretøy,23.42
Hjartdal,2013,Varebiler,0.84
Hjartdal,2013,Varebiler,903.24
Hjartdal,2013,Varebiler,5.42
Hjartdal,2015,Busser,0.03
Hjartdal,2015,Busser,164.96
Hjartdal,2015,Busser,1.29
Hjartdal,2015,Personbiler,6.66
Hjartdal,2015,Personbiler,2297.92
Hjartdal,2015,Personbiler,18.36
Hjartdal,2015,Tunge kjøretøy,0.37
Hjartdal,2015,Tunge kjøretøy,3114.5
Hjartdal,2015,Tunge kjøretøy,26.68
Hjartdal,2015,Varebiler,1.24
Hjartdal,2015,Varebiler,922.97
Hjartdal,2015,Varebiler,6.25
Hjartdal,2016,Busser,0.03
Hjartdal,2016,Busser,158.39
Hjartdal,2016,Busser,1.55
Hjartdal,2016,Personbiler,6.79
Hjartdal,2016,Personbiler,2157.86
Hjartdal,2016,Personbiler,18.74
Hjartdal,2016,Tunge kjøretøy,0.32
Hjartdal,2016,Tunge kjøretøy,3042.23
Hjartdal,2016,Tunge kjøretøy,29.91
Hjartdal,2016,Varebiler,1.42
Hjartdal,2016,Varebiler,894.61
Hjartdal,2016,Varebiler,6.73
Hjartdal,2017,Busser,0.03
Hjartdal,2017,Busser,149.02
Hjartdal,2017,Busser,1.67
Hjartdal,2017,Personbiler,7.37
Hjartdal,2017,Personbiler,2009.29
Hjartdal,2017,Personbiler,19.58
Hjartdal,2017,Tunge kjøretøy,0.27
Hjartdal,2017,Tunge kjøretøy,2868.91
Hjartdal,2017,Tunge kjøretøy,34.03
Hjartdal,2017,Varebiler,1.66
Hjartdal,2017,Varebiler,798.91
Hjartdal,2017,Varebiler,7.16
Hjartdal,2018,Busser,0.03
Hjartdal,2018,Busser,157.14
Hjartdal,2018,Busser,1.81
Hjartdal,2018,Personbiler,7.74
Hjartdal,2018,Personbiler,2038.64
Hjartdal,2018,Personbiler,19.99
Hjartdal,2018,Tunge kjøretøy,0.25
Hjartdal,2018,Tunge kjøretøy,3089.15
Hjartdal,2018,Tunge kjøretøy,35.8
Hjartdal,2018,Varebiler,1.98
Hjartdal,2018,Varebiler,868.57
Hjartdal,2018,Varebiler,7.84
Hjartdal,2019,Busser,0.02
Hjartdal,2019,Busser,146.44
Hjartdal,2019,Busser,2.28
Hjartdal,2019,Personbiler,7.97
Hjartdal,2019,Personbiler,1938.24
Hjartdal,2019,Personbiler,20.19
Hjartdal,2019,Tunge kjøretøy,0.32
Hjartdal,2019,Tunge kjøretøy,2934.41
Hjartdal,2019,Tunge kjøretøy,37.9
Hjartdal,2019,Varebiler,2.26
Hjartdal,2019,Varebiler,817.04
Hjartdal,2019,Varebiler,8.41
Hjartdal,2020,Busser,0.02
Hjartdal,2020,Busser,135.8
Hjartdal,2020,Busser,2.08
Hjartdal,2020,Personbiler,7.42
Hjartdal,2020,Personbiler,1783.35
Hjartdal,2020,Personbiler,18.4
Hjartdal,2020,Tunge kjøretøy,0.28
Hjartdal,2020,Tunge kjøretøy,3051.95
Hjartdal,2020,Tunge kjøretøy,39.76
Hjartdal,2020,Varebiler,2.38
Hjartdal,2020,Varebiler,818.69
Hjartdal,2020,Varebiler,8.63
Hjartdal,2021,Busser,0.01
Hjartdal,2021,Busser,137.11
Hjartdal,2021,Busser,2.19
Hjartdal,2021,Personbiler,7.3
Hjartdal,2021,Personbiler,1731.51
Hjartdal,2021,Personbiler,18.14
Hjartdal,2021,Tunge kjøretøy,0.31
Hjartdal,2021,Tunge kjøretøy,3167.63
Hjartdal,2021,Tunge kjøretøy,42.85
Hjartdal,2021,Varebiler,2.57
Hjartdal,2021,Varebiler,852.53
Hjartdal,2021,Varebiler,9.15
Hjartdal,2022,Busser,0.02
Hjartdal,2022,Busser,155.92
Hjartdal,2022,Busser,2.03
Hjartdal,2022,Personbiler,7.41
Hjartdal,2022,Personbiler,1761.36
Hjartdal,2022,Personbiler,18.15
Hjartdal,2022,Tunge kjøretøy,0.29
Hjartdal,2022,Tunge kjøretøy,3153.51
Hjartdal,2022,Tunge kjøretøy,41.86
Hjartdal,2022,Varebiler,2.81
Hjartdal,2022,Varebiler,932.37
Hjartdal,2022,Varebiler,10.27
Hjartdal,2023,Busser,0.03
Hjartdal,2023,Busser,161.62
Hjartdal,2023,Busser,2.09
Hjartdal,2023,Personbiler,7.33
Hjartdal,2023,Personbiler,1625.28
Hjartdal,2023,Personbiler,17.59
Hjartdal,2023,Tunge kjøretøy,0.32
Hjartdal,2023,Tunge kjøretøy,3093.53
Hjartdal,2023,Tunge kjøretøy,42.48
Hjartdal,2023,Varebiler,2.99
Hjartdal,2023,Varebiler,946.13
Hjartdal,2023,Varebiler,10.7
Tinn,2009,Busser,0.15
Tinn,2009,Busser,408.55
Tinn,2009,Busser,0.96
Tinn,2009,Personbiler,13.49
Tinn,2009,Personbiler,4102.16
Tinn,2009,Personbiler,25.34
Tinn,2009,Tunge kjøretøy,0.25
Tinn,2009,Tunge kjøretøy,1282.25
Tinn,2009,Tunge kjøretøy,3.82
Tinn,2009,Varebiler,1.72
Tinn,2009,Varebiler,1454.06
Tinn,2009,Varebiler,8.63
Tinn,2011,Busser,0.11
Tinn,2011,Busser,399.7
Tinn,2011,Busser,1.68
Tinn,2011,Personbiler,11.4
Tinn,2011,Personbiler,3987.14
Tinn,2011,Personbiler,25.62
Tinn,2011,Tunge kjøretøy,0.21
Tinn,2011,Tunge kjøretøy,1339.64
Tinn,2011,Tunge kjøretøy,6.38
Tinn,2011,Varebiler,1.25
Tinn,2011,Varebiler,1396.67
Tinn,2011,Varebiler,8.28
Tinn,2013,Busser,0.08
Tinn,2013,Busser,389.08
Tinn,2013,Busser,2.89
Tinn,2013,Personbiler,10.05
Tinn,2013,Personbiler,3862.41
Tinn,2013,Personbiler,26.28
Tinn,2013,Tunge kjøretøy,0.17
Tinn,2013,Tunge kjøretøy,1370.44
Tinn,2013,Tunge kjøretøy,9.61
Tinn,2013,Varebiler,1.37
Tinn,2013,Varebiler,1409.0
Tinn,2013,Varebiler,8.62
Tinn,2015,Busser,0.07
Tinn,2015,Busser,394.67
Tinn,2015,Busser,3.23
Tinn,2015,Personbiler,10.8
Tinn,2015,Personbiler,3777.89
Tinn,2015,Personbiler,28.93
Tinn,2015,Tunge kjøretøy,0.16
Tinn,2015,Tunge kjøretøy,1430.61
Tinn,2015,Tunge kjøretøy,11.41
Tinn,2015,Varebiler,1.95
Tinn,2015,Varebiler,1428.72
Tinn,2015,Varebiler,9.75
Tinn,2016,Busser,0.07
Tinn,2016,Busser,381.17
Tinn,2016,Busser,3.35
Tinn,2016,Personbiler,11.5
Tinn,2016,Personbiler,3587.41
Tinn,2016,Personbiler,30.47
Tinn,2016,Tunge kjøretøy,0.14
Tinn,2016,Tunge kjøretøy,1392.88
Tinn,2016,Tunge kjøretøy,12.88
Tinn,2016,Varebiler,2.11
Tinn,2016,Varebiler,1304.23
Tinn,2016,Varebiler,9.95
Tinn,2017,Busser,0.07
Tinn,2017,Busser,348.37
Tinn,2017,Busser,3.76
Tinn,2017,Personbiler,12.1
Tinn,2017,Personbiler,3323.06
Tinn,2017,Personbiler,31.57
Tinn,2017,Tunge kjøretøy,0.12
Tinn,2017,Tunge kjøretøy,1312.65
Tinn,2017,Tunge kjøretøy,14.92
Tinn,2017,Varebiler,2.57
Tinn,2017,Varebiler,1190.17
Tinn,2017,Varebiler,10.77
Tinn,2018,Busser,0.06
Tinn,2018,Busser,369.39
Tinn,2018,Busser,3.81
Tinn,2018,Personbiler,12.35
Tinn,2018,Personbiler,3361.15
Tinn,2018,Personbiler,31.75
Tinn,2018,Tunge kjøretøy,0.11
Tinn,2018,Tunge kjøretøy,1415.32
Tinn,2018,Tunge kjøretøy,16.18
Tinn,2018,Varebiler,2.97
Tinn,2018,Varebiler,1278.77
Tinn,2018,Varebiler,11.89
Tinn,2019,Busser,0.04
Tinn,2019,Busser,327.89
Tinn,2019,Busser,4.67
Tinn,2019,Personbiler,12.62
Tinn,2019,Personbiler,3156.72
Tinn,2019,Personbiler,31.74
Tinn,2019,Tunge kjøretøy,0.12
Tinn,2019,Tunge kjøretøy,1350.74
Tinn,2019,Tunge kjøretøy,17.27
Tinn,2019,Varebiler,3.21
Tinn,2019,Varebiler,1249.82
Tinn,2019,Varebiler,13.1
Tinn,2020,Busser,0.03
Tinn,2020,Busser,266.65
Tinn,2020,Busser,4.57
Tinn,2020,Personbiler,12.02
Tinn,2020,Personbiler,2910.96
Tinn,2020,Personbiler,29.67
Tinn,2020,Tunge kjøretøy,0.11
Tinn,2020,Tunge kjøretøy,1403.99
Tinn,2020,Tunge kjøretøy,17.84
Tinn,2020,Varebiler,3.47
Tinn,2020,Varebiler,1204.42
Tinn,2020,Varebiler,13.17
Tinn,2021,Busser,0.02
Tinn,2021,Busser,272.52
Tinn,2021,Busser,4.73
Tinn,2021,Personbiler,11.91
Tinn,2021,Personbiler,2800.01
Tinn,2021,Personbiler,29.13
Tinn,2021,Tunge kjøretøy,0.12
Tinn,2021,Tunge kjøretøy,1458.2
Tinn,2021,Tunge kjøretøy,19.07
Tinn,2021,Varebiler,3.67
Tinn,2021,Varebiler,1255.76
Tinn,2021,Varebiler,14.04
Tinn,2022,Busser,0.03
Tinn,2022,Busser,305.67
Tinn,2022,Busser,4.99
Tinn,2022,Personbiler,11.69
Tinn,2022,Personbiler,2780.52
Tinn,2022,Personbiler,28.16
Tinn,2022,Tunge kjøretøy,0.12
Tinn,2022,Tunge kjøretøy,1444.57
Tinn,2022,Tunge kjøretøy,18.93
Tinn,2022,Varebiler,4.03
Tinn,2022,Varebiler,1394.08
Tinn,2022,Varebiler,16.08
Tinn,2023,Busser,0.03
Tinn,2023,Busser,314.92
Tinn,2023,Busser,5.18
Tinn,2023,Personbiler,11.32
Tinn,2023,Personbiler,2564.53
Tinn,2023,Personbiler,26.98
Tinn,2023,Tunge kjøretøy,0.11
Tinn,2023,Tunge kjøretøy,1422.82
Tinn,2023,Tunge kjøretøy,18.87
Tinn,2023,Varebiler,4.32
Tinn,2023,Varebiler,1405.75
Tinn,2023,Varebiler,16.6
Kviteseid,2009,Busser,0.07
Kviteseid,2009,Busser,246.0
Kviteseid,2009,Busser,0.62
Kviteseid,2009,Personbiler,13.76
Kviteseid,2009,Personbiler,3891.91
Kviteseid,2009,Personbiler,23.46
Kviteseid,2009,Tunge kjøretøy,0.39
Kviteseid,2009,Tunge kjøretøy,2111.1
Kviteseid,2009,Tunge kjøretøy,5.46
Kviteseid,2009,Varebiler,1.64
Kviteseid,2009,Varebiler,1396.26
Kviteseid,2009,Varebiler,7.91
Kviteseid,2011,Busser,0.06
Kviteseid,2011,Busser,255.75
Kviteseid,2011,Busser,0.74
Kviteseid,2011,Personbiler,11.41
Kviteseid,2011,Personbiler,3789.18
Kviteseid,2011,Personbiler,23.57
Kviteseid,2011,Tunge kjøretøy,0.32
Kviteseid,2011,Tunge kjøretøy,2208.61
Kviteseid,2011,Tunge kjøretøy,9.32
Kviteseid,2011,Varebiler,1.32
Kviteseid,2011,Varebiler,1344.12
Kviteseid,2011,Varebiler,7.67
Kviteseid,2013,Busser,0.05
Kviteseid,2013,Busser,263.97
Kviteseid,2013,Busser,1.04
Kviteseid,2013,Personbiler,10.12
Kviteseid,2013,Personbiler,3655.7
Kviteseid,2013,Personbiler,23.6
Kviteseid,2013,Tunge kjøretøy,0.27
Kviteseid,2013,Tunge kjøretøy,2269.14
Kviteseid,2013,Tunge kjøretøy,13.92
Kviteseid,2013,Varebiler,1.37
Kviteseid,2013,Varebiler,1412.45
Kviteseid,2013,Varebiler,8.09
Kviteseid,2015,Busser,0.04
Kviteseid,2015,Busser,265.61
Kviteseid,2015,Busser,1.13
Kviteseid,2015,Personbiler,10.24
Kviteseid,2015,Personbiler,3573.96
Kviteseid,2015,Personbiler,25.23
Kviteseid,2015,Tunge kjøretøy,0.23
Kviteseid,2015,Tunge kjøretøy,2367.18
Kviteseid,2015,Tunge kjøretøy,17.64
Kviteseid,2015,Varebiler,1.66
Kviteseid,2015,Varebiler,1417.03
Kviteseid,2015,Varebiler,8.77
Kviteseid,2016,Busser,0.03
Kviteseid,2016,Busser,260.19
Kviteseid,2016,Busser,1.4
Kviteseid,2016,Personbiler,10.27
Kviteseid,2016,Personbiler,3342.36
Kviteseid,2016,Personbiler,25.8
Kviteseid,2016,Tunge kjøretøy,0.2
Kviteseid,2016,Tunge kjøretøy,2307.47
Kviteseid,2016,Tunge kjøretøy,20.09
Kviteseid,2016,Varebiler,1.95
Kviteseid,2016,Varebiler,1384.64
Kviteseid,2016,Varebiler,9.57
Kviteseid,2017,Busser,0.03
Kviteseid,2017,Busser,237.04
Kviteseid,2017,Busser,1.92
Kviteseid,2017,Personbiler,10.94
Kviteseid,2017,Personbiler,3096.37
Kviteseid,2017,Personbiler,26.57
Kviteseid,2017,Tunge kjøretøy,0.18
Kviteseid,2017,Tunge kjøretøy,2180.86
Kviteseid,2017,Tunge kjøretøy,22.83
Kviteseid,2017,Varebiler,2.23
Kviteseid,2017,Varebiler,1267.81
Kviteseid,2017,Varebiler,10.14
Kviteseid,2018,Busser,0.02
Kviteseid,2018,Busser,251.95
Kviteseid,2018,Busser,2.13
Kviteseid,2018,Personbiler,11.35
Kviteseid,2018,Personbiler,3136.97
Kviteseid,2018,Personbiler,27.19
Kviteseid,2018,Tunge kjøretøy,0.16
Kviteseid,2018,Tunge kjøretøy,2359.58
Kviteseid,2018,Tunge kjøretøy,24.68
Kviteseid,2018,Varebiler,2.74
Kviteseid,2018,Varebiler,1365.58
Kviteseid,2018,Varebiler,11.07
Kviteseid,2019,Busser,0.01
Kviteseid,2019,Busser,234.29
Kviteseid,2019,Busser,2.62
Kviteseid,2019,Personbiler,11.1
Kviteseid,2019,Personbiler,2785.04
Kviteseid,2019,Personbiler,25.9
Kviteseid,2019,Tunge kjøretøy,0.15
Kviteseid,2019,Tunge kjøretøy,2261.2
Kviteseid,2019,Tunge kjøretøy,25.77
